电视直播,#genre#//IPV6(fanmingming)
CCTV-11戏曲,rtp://239.3.1.152:8120
CCTV-12社会与法,rtp://239.3.1.64:8124
CCTV-13新闻,rtp://239.3.1.124:8128
CCTV-14少儿,rtp://239.3.1.65:8132
CCTV-15音乐,rtp://239.3.1.153:8136
CCTV-16奥林匹克频道,rtp://239.3.1.184:8001
CCTV-17农业农村,rtp://239.3.1.151:8144
CCTV-16奥林匹克频道[4K]1,rtp://239.3.1.97:8001
CCTV-16奥林匹克频道[4K]2,rtp://239.3.1.183:8001
BRTV北京卫视,rtp://239.3.1.241:8000
BRTV文艺,rtp://239.3.1.242:8000
BRTV科教,rtp://239.3.1.227:8000
BRTV影视,rtp://239.3.1.158:8000
BRTV生活,rtp://239.3.1.231:8000
BRTV财经,rtp://239.3.1.229:8000
BRTV青年,rtp://239.3.1.232:8000
BRTV新闻,rtp://239.3.1.159:8000
BRTV卡酷动画,rtp://239.3.1.189:8000
BRTV冬奥纪实,rtp://239.3.1.243:8000
BRTV国际频道,rtp://239.3.1.235:8000
湖南卫视,rtp://239.3.1.132:8012
浙江卫视,rtp://239.3.1.137:8036
江苏卫视,rtp://239.3.1.135:8028
东方卫视,rtp://239.3.1.136:8032
山东卫视,rtp://239.3.1.209:8052
安徽卫视,rtp://239.3.1.211:8064
湖北卫视,rtp://239.3.1.138:8044
东南卫视,rtp://239.3.1.156:8148
广东卫视,rtp://239.3.1.142:8048
辽宁卫视,rtp://239.3.1.210:8056
黑龙江卫视,rtp://239.3.1.133:8016
深圳卫视,rtp://239.3.1.134:8020
贵州卫视,rtp://239.3.1.149:8076
天津卫视,rtp://239.3.1.141:1234
河北卫视,rtp://239.3.1.148:8072
重庆卫视,rtp://239.3.1.122:8160
江西卫视,rtp://239.3.1.123:8164
吉林卫视,rtp://239.3.1.240:8172
南方卫视,rtp://239.3.1.161:8001
广西卫视,rtp://239.3.1.39:8300
海南卫视,rtp://239.3.1.45:8304
厦门卫视,rtp://239.3.1.143:4120
云南卫视,rtp://239.3.1.26:8108
西藏卫视,rtp://239.3.1.47:8164
四川卫视,rtp://239.3.1.29:8288
河南卫视,rtp://239.3.1.27:8128
陕西卫视,rtp://239.3.1.41:8140
新疆卫视,rtp://239.3.1.48:8160
宁夏卫视,rtp://239.3.1.46:8124
青海卫视,rtp://239.3.1.44:8184
甘肃卫视,rtp://239.3.1.49:8188
山西卫视,rtp://239.3.1.42:8172
内蒙古卫视,rtp://239.3.1.43:8176
三沙卫视,rtp://239.3.1.155:4120
兵团卫视,rtp://239.3.1.144:4120
山东教育,rtp://239.3.1.52:4120
中国教育1台,rtp://239.3.1.57:8152
中国教育2台,rtp://239.3.1.54:4120
中国教育3台,rtp://239.3.1.55:4120
中国教育4台,rtp://239.3.1.56:4120
CGTN 新闻,rtp://239.3.1.215:4220
CGTN 记录,rtp://239.3.1.216:4220
CGTN 西班牙语,rtp://239.3.1.217:4220
CGTN 法语,rtp://239.3.1.218:4220
CGTN 阿拉伯语,rtp://239.3.1.219:4220
CGTN 俄语,rtp://239.3.1.220:4220

yuotube,#genre#
鳳凰衛視資訊台,https://live.lcjly.cn/youtube/ALvxv4ZwK9c?quality=720
中天新闻台,https://live.lcjly.cn/youtube/oIgbl7t0S_w?quality=720
TVBS,https://live.lcjly.cn/youtube/YvdcZ_jpLXE?quality=720
TVBS新聞台,https://live.lcjly.cn/youtube/2mCSYvcfhtc?quality=720
東森新聞,https://live.lcjly.cn/youtube/E0zhe2gkXBs?quality=720
中视新聞台,https://live.lcjly.cn/youtube/TCnaIE_SAtM?quality=720
寰宇新聞台,https://live.lcjly.cn/youtube/w87VGpgd90U?quality=720
台视新聞台,https://live.lcjly.cn/youtube/xL0ch83RAK8?quality=720
华视新聞台,https://live.lcjly.cn/youtube/wM0g8EoUZ_E?quality=720
镜新聞,https://live.lcjly.cn/youtube/5n0y6b0Q25o?quality=720
三立新聞台,https://live.lcjly.cn/youtube/oZdzzvxTfUY?quality=720
民视新闻台,https://live.lcjly.cn/youtube/ylYJSBUgaMA?quality=720
集梦张开朗,http://live.lcjly.cn/huya/233
文具范范,http://live.lcjly.cn/douyin/197942888655
萌苑精选,http://live.lcjly.cn/douyin/176144336967

🎡港澳台,#genre#
CTITV News,https://raw.githubusercontent.com/xisohi/YTM/main/ctitv.m3u8
EBC,https://raw.githubusercontent.com/xisohi/YTM/main/newsebc.m3u8
東森财经新聞,https://raw.githubusercontent.com/xisohi/YTM/main/EBCFinancial.m3u8
TVBS Global News,https://raw.githubusercontent.com/xisohi/YTM/main/TVBSNEWS01.m3u8
寰宇新聞台,https://raw.githubusercontent.com/xisohi/YTM/main/GlobalNewsTV.m3u8
mnews,https://raw.githubusercontent.com/xisohi/YTM/main/mnews.m3u8
台视新聞台,https://raw.githubusercontent.com/xisohi/YTM/main/ttvnewsview.m3u8
中视新聞台,https://raw.githubusercontent.com/xisohi/YTM/main/twctvnews.m3u8
三立新聞台,https://raw.githubusercontent.com/xisohi/YTM/main/SETN.m3u8
SET+ Live News,https://raw.githubusercontent.com/xisohi/YTM/main/SETLIVE.m3u8
SET iNEWS,https://raw.githubusercontent.com/xisohi/YTM/main/setmoney159.m3u8
FTVN Live,https://raw.githubusercontent.com/xisohi/YTM/main/FTVLIVE.m3u8
民视新闻台,https://raw.githubusercontent.com/xisohi/YTM/main/FTVCP.m3u8
CNN-News18,https://raw.githubusercontent.com/xisohi/YTM/main/CNN-News18.m3u8
三立新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
寰宇新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
東森财经新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
国会1,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV56.m3u8
中视新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
10,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV10.m3u8
11,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV11.m3u8
12,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
13,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV13.m3u8
14,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV14.m3u8
15,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV15.m3u8
